user,item,rating,prediction
41328,1625,5.0,2.853962
41192,1625,2.0,1.138541
30516,1780,5.0,3.644228
5568,1780,5.0,
45985,1780,4.0,
8043,1780,5.0,2.808227
20456,1780,5.0,5.2665224
9345,1780,4.0,4.5774117
2618,1780,5.0,2.484034
27897,1780,5.0,4.4068913
40018,1780,2.0,3.7761953
28684,1780,4.0,
4946,1780,5.0,4.1047435
24756,1780,3.0,3.4812403
20704,1780,5.0,4.9751196
42002,1780,5.0,4.4077306
9245,1780,5.0,
1981,1780,5.0,4.1377015
18722,1780,4.0,3.7781994
33592,1780,5.0,
46096,1780,5.0,3.3007884
37169,1780,5.0,
32539,2129,2.0,3.2832096
14315,2129,5.0,2.3245552
22826,2129,5.0,3.5236704
23166,2129,5.0,4.311437
9205,2129,4.0,1.8687189
28999,2129,4.0,2.8103561
46459,2129,3.0,4.781867
45859,2129,5.0,4.05015
47668,2129,5.0,3.9704187
5137,2129,4.0,
9316,2129,4.0,4.461342
23722,2129,4.0,4.06843
44712,2129,4.0,
36718,2129,4.0,3.874259
10047,2129,4.0,2.1186426
12985,2129,3.0,2.4260573
38955,2129,4.0,
34103,2172,1.0,
183,2172,3.0,
38345,2172,1.0,2.8703816
479,2172,5.0,
26693,2172,2.0,3.8816833
39756,2172,5.0,1.8448986
33711,2172,2.0,
26575,2172,1.0,1.6196845
43535,2172,1.0,1.6742628
21428,2172,2.0,1.1454818
23161,2172,5.0,0.7714952
2042,2350,5.0,1.821729
28157,2350,4.0,0.6617579
36958,2350,5.0,3.9299865
23726,2350,1.0,
12669,2350,5.0,2.9999247
19953,2350,3.0,3.0934896
5528,2350,2.0,4.097145
6208,2350,4.0,2.013387
15888,2350,4.0,3.9152985
25773,2839,4.0,3.1489367
27629,2839,4.0,3.1726239
44476,2839,4.0,2.334509
26798,2839,4.0,1.9798961
31384,2839,5.0,
33196,2839,5.0,4.847883
31156,2839,4.0,2.8938816
47372,3266,3.0,3.4731421
19966,3266,3.0,4.359619
29946,3266,4.0,4.24179
43789,3266,4.0,2.9640694
27983,3266,5.0,2.511677
22883,3266,5.0,3.1626678
46501,3386,5.0,4.172123
9234,3386,2.0,
18584,3386,3.0,3.5991619
47570,3386,5.0,3.9870496
11094,3386,4.0,4.1523094
11228,3386,2.0,3.8698878
47779,3386,1.0,
12623,3386,2.0,4.253537
16713,3386,3.0,3.9042075
5820,3386,4.0,2.5284545
28047,3526,2.0,3.6451116
30268,3526,5.0,3.9635417
2819,3526,1.0,4.006569
21730,3526,1.0,3.3380008
11331,3526,5.0,4.885577
42124,3526,5.0,4.402739
44746,3633,2.0,3.3656137
33948,3651,4.0,3.566064
19665,3651,4.0,4.5639853
9107,3651,1.0,2.5824862
34171,3771,1.0,1.272868
24837,3771,1.0,1.3869941
4592,3771,3.0,0.66087484
40371,3771,5.0,
20321,3771,1.0,3.0979302
31585,3771,5.0,3.0725062
36532,3771,5.0,
23823,3771,4.0,
21389,4062,5.0,4.662399
33319,4062,5.0,
35455,4062,1.0,2.2584527
44431,4062,5.0,
16088,4062,5.0,4.7760224
19857,4062,5.0,4.011159
21004,4062,5.0,3.912529
4129,4062,2.0,3.6217303
22735,4062,4.0,4.737607
41723,4164,1.0,3.7600102
29954,4164,4.0,
28780,4164,5.0,1.7728076
10619,4164,3.0,2.4615688
36385,4164,4.0,1.931139
5853,4164,5.0,0.029171541
19912,4273,4.0,1.0197926
33166,4273,5.0,3.5612168
46936,4273,2.0,3.6443782
39667,4273,4.0,3.3384821
38473,4273,3.0,3.5452983
6861,4273,4.0,3.354005
18976,4273,1.0,3.6061428
31697,4687,1.0,4.050091
36984,4687,4.0,3.0419598
31000,4689,1.0,3.4091468
41022,4689,2.0,3.6120157
25615,4689,4.0,2.9581516
10884,4689,4.0,3.8211129
13967,4709,3.0,2.5785444
41933,4709,2.0,2.6299052
22629,4714,5.0,
42369,4714,5.0,3.9385798
23644,4714,5.0,3.0845637
44177,4714,5.0,4.167038
26293,4714,3.0,2.171992
28436,4714,5.0,3.0828333
2290,4714,5.0,2.1959558
43709,4714,5.0,4.2407694
23918,4714,5.0,3.6154776
24113,4794,4.0,3.828368
22569,4794,5.0,4.1093616
18846,4794,5.0,2.9867013
24605,4794,5.0,3.3003356
34855,4794,5.0,
30420,5574,3.0,4.1272945
4207,5574,5.0,4.8149905
41751,5645,5.0,4.941781
35053,5645,5.0,3.795752
38184,5645,4.0,3.7232099
17540,5645,2.0,2.5464044
12875,5853,5.0,4.6862745
47974,5853,5.0,1.7287589
26565,5853,5.0,4.2252436
34586,5853,1.0,2.6638207
3038,5853,4.0,4.10282
39375,5853,5.0,4.819246
20851,5853,1.0,
24514,5853,4.0,3.0138736
19995,5915,1.0,3.5054379
47803,5915,3.0,3.3921223
16162,5915,3.0,
8678,5921,5.0,2.3934639
24014,5921,5.0,
28266,5921,1.0,1.9802028
44071,6200,5.0,2.9085102
34039,6200,5.0,
15739,6200,2.0,2.0136545
4661,6248,5.0,2.9000926
41711,6248,3.0,1.916563
27626,6248,3.0,3.0606737
39107,6248,3.0,0.47732788
14082,6374,1.0,0.67827237
43246,6374,5.0,
15634,6493,1.0,2.9202611
44811,6493,4.0,4.271528
8939,6493,1.0,
43406,6493,5.0,3.4867532
34211,6493,4.0,0.66944134
12960,6493,1.0,3.953013
25106,6728,5.0,4.3263845
4799,6728,5.0,2.4964223
48426,6728,4.0,3.7747629
36789,6728,5.0,
9125,6728,5.0,2.103943
35163,6728,4.0,4.0202928
37141,6728,5.0,4.857198
48220,6728,5.0,3.5632322
27447,6728,5.0,3.357818
40383,6821,5.0,3.4143767
22169,6821,5.0,3.7593548
45782,6821,5.0,4.2380004
6000,6821,1.0,0.5005961
33513,6821,5.0,3.0767434
31136,6951,5.0,4.613936
43467,6951,5.0,4.351864
43921,7200,1.0,4.6482415
34418,7200,5.0,4.7311287
26586,7200,5.0,5.1395464
27936,7200,5.0,4.991784
2850,7200,5.0,4.3173566
19234,7200,5.0,
20496,7397,3.0,
39353,7397,5.0,3.9521008
2390,7397,5.0,3.0323021
18640,7397,5.0,
39080,7397,5.0,3.9789002
38883,7467,1.0,3.4377406
17955,7467,3.0,3.405086
14292,7467,4.0,2.0162928
29698,7467,3.0,3.6086056
42879,7467,2.0,3.650853
10140,7467,5.0,3.5325193
10613,7467,5.0,
11144,7467,1.0,1.957576
27429,7467,5.0,3.8452022
37912,7467,5.0,4.3266554
40059,7467,1.0,5.0082884
22048,7467,5.0,4.149025
44574,7467,5.0,3.7030122
48186,7467,5.0,3.7142339
5434,7467,4.0,3.689769
38209,7467,2.0,4.8919096
44485,7467,2.0,2.891478
33082,7467,5.0,5.179703
4795,7467,4.0,4.1608095
12451,7467,3.0,
12206,7467,5.0,3.9469147
2447,7479,4.0,3.5232508
4762,7656,3.0,
24306,7656,5.0,1.2941058
4910,7656,4.0,
15276,7656,2.0,
29681,7656,2.0,3.64644
1341,7656,4.0,3.678422
41959,7656,3.0,2.5184855
35884,7656,3.0,2.2185507
26149,7656,3.0,2.5918813
22439,7656,2.0,3.3970551
23717,7656,5.0,0.94651043
4173,7656,5.0,2.6845875
21777,7690,3.0,3.833668
6809,7690,5.0,
44540,7690,5.0,4.476847
31569,7690,4.0,3.7676554
40631,7737,5.0,4.7884016
18380,7737,5.0,3.8571558
27681,7737,3.0,2.7099676
28059,7737,4.0,4.695463
5402,7737,5.0,
26368,7737,5.0,2.571612
46037,7737,4.0,3.6757665
9657,7837,5.0,3.1992202
32883,7837,2.0,
3987,7837,4.0,3.3885984
33887,7837,5.0,0.7581283
34507,7837,5.0,2.03635
15084,7837,1.0,0.3501575
2061,7837,5.0,4.397311
20976,7837,5.0,0.8071577
24463,7862,5.0,3.80033
37474,7862,1.0,3.1407506
39891,7862,5.0,1.655398
11602,7862,2.0,1.501339
41595,7862,3.0,3.2951605
32312,8120,5.0,3.0308595
5385,8120,5.0,4.3625917
37293,8120,4.0,4.2882423
29844,8348,1.0,3.3005078
47677,8348,1.0,2.5129204
219,8348,1.0,
872,8348,2.0,1.4682796
4992,8384,2.0,2.97746
5227,8384,1.0,1.9898115
43602,8384,1.0,2.2839031
29924,8384,2.0,3.720644
9658,8384,3.0,4.5467463
18016,8645,4.0,
5197,8645,2.0,2.9834394
4149,77,5.0,3.2151854
33546,77,5.0,
21947,102,5.0,0.41481408
1153,102,1.0,0.7291126
11258,361,5.0,3.5862107
13260,361,5.0,4.2756696
48006,361,5.0,4.0273952
41231,589,5.0,2.6238537
16230,589,5.0,2.4435582
47070,589,5.0,
36104,589,5.0,
48517,589,4.0,1.3392724
41299,589,5.0,4.2355766
30895,589,5.0,
6544,589,5.0,
19158,814,5.0,4.114982
32625,848,4.0,
12621,848,1.0,2.2097054
15933,848,5.0,3.22884
22461,1007,1.0,2.4684358
22341,1007,2.0,
30702,1007,5.0,2.853179
4740,1007,1.0,2.6387136
16291,1007,2.0,3.1047428
29564,1007,5.0,3.2825983
14354,1098,5.0,1.5138533
42688,1098,5.0,0.5745081
44803,1098,3.0,3.2854135
35662,1098,3.0,0.78387797
36710,1346,4.0,3.7771726
39674,1401,5.0,2.7771568
26277,1401,2.0,3.192873
15026,1443,4.0,3.728991
23487,1443,5.0,2.3141994
48523,1443,1.0,2.5789366
5410,1443,1.0,
18702,1443,5.0,2.56751
2645,1443,3.0,5.7817073
46041,1459,4.0,4.0946636
47992,1459,4.0,
32617,1459,4.0,4.4982834
18466,1459,5.0,5.317437
36272,1459,1.0,4.586958
7305,1459,4.0,2.9609952
5456,1459,4.0,3.1481822
16769,1647,3.0,3.2137709
12044,1647,4.0,3.853229
6724,1647,2.0,2.192842
5559,1647,4.0,3.7148018
22010,1647,4.0,3.380084
12435,1755,4.0,3.4980004
25165,1755,4.0,3.433353
14074,1755,2.0,4.7384467
34917,1755,5.0,5.109829
23164,1825,3.0,1.9084593
47765,1825,5.0,1.4451026
21037,1921,5.0,4.927157
43590,1921,5.0,3.9440885
20141,1921,4.0,3.9558554
35788,1921,5.0,4.1797457
27399,1921,5.0,4.909894
17806,1921,5.0,3.1892452
46848,1921,5.0,4.3609014
26615,1921,5.0,1.8804259
36865,1921,4.0,4.525054
6550,1921,5.0,4.0395
8379,1921,5.0,3.543694
36370,1921,5.0,0.8698173
17795,1921,5.0,3.710085
23985,1921,1.0,4.5610876
17367,1921,5.0,4.8597016
40668,1921,5.0,4.070116
10437,1921,5.0,4.420146
17496,1970,2.0,2.0025182
32562,1970,5.0,
38702,1970,4.0,3.5668468
24192,1970,5.0,0.87039036
29835,1970,3.0,4.060373
45757,1970,4.0,4.2980084
13116,1970,4.0,3.8299751
47910,1970,1.0,1.2803702
31639,1970,5.0,4.4243355
25202,1970,2.0,
27290,1970,3.0,4.8446183
30205,1970,5.0,
26209,1970,5.0,4.329299
47658,1970,5.0,
6202,1970,1.0,4.0791826
31450,1970,3.0,4.0310802
26465,1970,3.0,3.935299
29285,2120,5.0,4.120075
19264,2120,5.0,4.806484
45029,2120,5.0,0.8410206
24554,2120,5.0,4.9056773
21566,2120,1.0,0.4950114
39042,2120,3.0,2.2526398
36172,2120,5.0,3.4544923
33145,2120,3.0,4.32257
12109,2120,4.0,4.103594
47858,2120,4.0,3.5167012
4571,2120,4.0,3.6763449
15005,2120,5.0,2.311162
45914,2120,4.0,4.305618
14256,2120,4.0,4.4984603
8179,2120,5.0,3.8263083
28105,2120,4.0,4.3341055
7772,2120,5.0,3.0189424
16851,2120,5.0,1.9679828
22790,2120,5.0,3.502708
17653,2120,2.0,3.4739838
46370,2120,4.0,3.9500868
39747,2167,5.0,4.171026
26300,2167,5.0,4.185114
2035,2230,5.0,1.8281027
19915,2230,3.0,3.9458785
1156,2230,4.0,2.3868313
24059,2230,4.0,3.5478067
6422,2230,5.0,4.36869
29847,2230,4.0,3.2917137
41518,2230,4.0,
26879,2230,5.0,4.1606603
41269,2230,4.0,4.6967106
27740,2230,4.0,3.928721
46670,2230,2.0,3.3143368
28187,2230,5.0,4.015784
42967,2230,5.0,4.2238197
26017,2230,5.0,2.4459212
42363,2230,5.0,
42473,2230,5.0,
24389,2230,1.0,
11651,2230,3.0,0.7262955
8512,2230,5.0,4.65439
28169,2230,5.0,
9720,2230,5.0,
4817,2230,5.0,3.7375813
15177,2230,5.0,
31243,2230,4.0,3.3074567
20723,2230,4.0,4.203583
45693,2230,2.0,4.3640494
3870,2230,5.0,
8409,2769,4.0,3.3354163
15827,2769,4.0,3.506618
28905,2769,5.0,4.282936
29861,2769,1.0,0.93702775
9842,2769,5.0,3.2579556
3587,2769,5.0,3.3841186
350,2769,4.0,3.4299068
15746,2769,5.0,3.9515674
2183,2769,5.0,3.817443
8176,2769,5.0,2.2719173
24327,2769,5.0,4.1774254
9722,2769,5.0,
41547,2769,4.0,3.901846
34945,2769,4.0,3.8395443
340,2769,3.0,4.3393373
6304,2769,5.0,2.8397849
46188,2769,3.0,3.0875473
19877,2769,5.0,3.9435787
2048,2769,5.0,4.4637055
19299,2769,5.0,3.060592
35023,2769,5.0,4.3863077
31940,2769,5.0,3.5430942
39505,2769,4.0,3.228723
37810,2769,5.0,3.9971888
20384,2769,4.0,4.428198
12308,2769,2.0,1.1656611
4378,2769,3.0,4.1946125
47863,2769,5.0,2.7542517
34454,2769,4.0,4.693223
13894,2769,5.0,2.253324
45684,3343,4.0,1.3954657
47821,3343,5.0,2.9604695
13670,3343,1.0,3.8869684
15022,3343,4.0,4.232393
23201,3343,5.0,4.3043094
6474,3343,5.0,3.7592027
23137,3597,5.0,3.268052
41176,3597,5.0,3.7118032
40623,3597,4.0,1.6234128
28093,3745,5.0,2.4288602
2772,3787,5.0,4.5125003
6115,3787,4.0,4.7062187
13210,3787,2.0,1.2070847
35866,4156,5.0,5.267045
17308,4156,5.0,3.6105855
37842,4156,5.0,
1361,4156,5.0,5.1115794
31747,4245,5.0,4.160672
17384,4245,1.0,
27829,4245,1.0,
1045,4245,1.0,2.5210192
30192,4245,5.0,4.2917013
2323,4402,5.0,
19646,4402,1.0,3.5630357
42390,4402,5.0,2.3740842
12869,4402,5.0,4.703992
44519,4676,3.0,
19140,4676,4.0,
45246,4676,4.0,4.478311
2671,4676,4.0,3.6687355
43410,4676,5.0,3.3763044
16491,4734,2.0,
28766,4734,2.0,3.45268
41897,4734,4.0,
25107,4734,1.0,2.54355
17870,4734,5.0,3.1502006
16701,4734,5.0,4.650866
8334,4734,5.0,3.5289774
33608,4734,5.0,1.7169795
8745,4734,2.0,2.609969
42261,4734,2.0,1.0473132
28946,4734,5.0,4.1357017
42424,4734,2.0,2.5284662
5175,4734,3.0,3.6254973
33929,4734,4.0,3.8476996
44816,4734,4.0,3.5607316
16352,4761,5.0,2.8658395
10668,4761,4.0,4.343028
42329,4761,2.0,
41171,4761,3.0,2.0784545
7208,4761,3.0,2.7039652
18666,4761,2.0,2.67134
31875,4761,4.0,2.8186712
32172,4761,5.0,3.1168492
17530,4761,5.0,3.8517761
45725,4761,4.0,3.915581
6372,4761,5.0,2.216434
10023,4761,1.0,1.2888312
33627,4761,4.0,4.173599
18287,4761,1.0,4.256183
15147,4761,1.0,2.7799587
39807,4761,3.0,3.6320648
40729,4761,5.0,3.4346435
30265,4761,5.0,2.2584555
20009,4761,5.0,0.3878371
43052,4981,1.0,2.2849622
25183,4981,3.0,3.1480823
27346,4981,5.0,2.455705
42773,5468,5.0,5.0383663
44467,5468,3.0,
44364,5468,5.0,4.7015076
26315,5468,4.0,2.305635
20201,5468,5.0,4.541326
13868,5468,1.0,0.6801767
42950,5468,5.0,
274,5468,5.0,2.5737433
689,5468,4.0,2.67347
29438,5468,4.0,4.229093
40005,5468,5.0,4.68484
28295,5468,3.0,3.784575
21548,5468,5.0,
39173,5468,4.0,3.029086
24148,5468,5.0,2.6116362
10978,5468,4.0,3.2584844
38495,5468,2.0,3.9625387
9222,5468,5.0,
1115,5468,4.0,4.296555
24859,5468,4.0,3.3369207
14277,5468,4.0,2.944217
21321,5468,2.0,2.378684
31361,5468,4.0,
48391,5468,5.0,5.063919
39221,5468,3.0,4.1174784
32935,5468,5.0,
420,5468,5.0,4.901414
42831,5468,4.0,1.9678999
42809,5468,3.0,3.4747505
10205,5469,4.0,4.087552
24740,5506,4.0,4.2149286
16834,5506,4.0,2.8609324
41122,5506,5.0,
11878,5506,4.0,2.9288373
41667,5506,4.0,3.5279655
29864,5506,5.0,4.9088244
24250,5506,5.0,2.9124894
37251,5559,5.0,4.409749
10395,5559,5.0,5.0336437
4157,5559,4.0,
14980,5559,5.0,3.1489463
35497,5559,5.0,4.0472827
43989,5696,2.0,3.7422318
46226,5696,5.0,3.4705987
28110,5781,1.0,
23479,6120,5.0,3.2334018
41525,6120,3.0,3.2978382
23246,6120,2.0,3.7979465
3827,6120,2.0,1.5701504
23021,6120,2.0,2.780554
29588,6120,1.0,3.3128011
23223,6120,5.0,1.9869878
32266,6120,4.0,5.967451
34900,6120,1.0,2.858057
34173,6120,1.0,1.263627
44918,6120,5.0,3.4363132
31775,6120,1.0,0.8811766
7459,6120,1.0,2.594017
24022,6120,5.0,4.518561
11350,6163,2.0,4.4317207
14804,6163,4.0,4.231802
34892,6163,5.0,
14437,6272,5.0,
36520,6272,5.0,4.4020925
17314,6272,3.0,2.8478277
42283,6272,1.0,3.7344565
35326,6272,5.0,4.0910645
35037,6327,5.0,3.7439919
18969,6411,4.0,3.982182
44389,6411,5.0,
19049,6411,5.0,0.6703118
1855,6812,5.0,2.7434323
2756,6812,5.0,3.6444044
28983,6812,5.0,2.8228917
28535,6812,5.0,3.3443842
10690,7629,1.0,2.614511
2579,7629,1.0,3.5987964
29919,7629,3.0,3.4527256
5452,7721,1.0,0.8045629
6197,7721,1.0,3.6281896
25654,7721,2.0,
39986,7721,1.0,
11370,7721,4.0,4.012222
1850,7721,1.0,2.6794143
27120,7721,5.0,3.6406465
32966,7721,5.0,3.2079914
10421,8366,5.0,4.3343678
13869,8366,5.0,2.2754118
19500,8366,5.0,2.0375948
2584,8366,5.0,2.1938255
343,8366,2.0,4.0207925
24184,8366,5.0,
20338,8522,5.0,2.5143027
35020,8728,5.0,3.6499784
22162,8728,4.0,3.7293005
6305,8728,3.0,0.8767414
40480,8728,4.0,2.531889
9533,8958,5.0,5.5546155
19021,658,4.0,3.1581397
27055,658,5.0,3.9408221
23963,658,4.0,3.5703712
33636,658,5.0,3.7789803
48543,658,4.0,3.5004358
46393,658,2.0,2.1292856
26433,658,4.0,4.189227
4494,658,3.0,3.7239132
12234,658,4.0,3.6204362
1293,658,4.0,4.392505
33143,658,5.0,3.4230986
10801,658,4.0,3.6927133
17458,658,4.0,3.7975464
42832,658,5.0,3.4862573
1484,658,5.0,3.0144367
36354,658,3.0,
12058,658,3.0,3.7478905
2441,658,4.0,3.9233747
32497,658,5.0,4.520512
655,658,4.0,4.148026
23102,658,4.0,3.690085
8991,658,5.0,3.599617
43800,658,5.0,0.90683377
9220,658,3.0,3.505104
29638,658,5.0,3.827351
43690,1354,3.0,3.4490538
12530,1354,1.0,4.6098204
14917,1354,2.0,2.1651576
47780,1354,5.0,2.5877938
2161,1354,4.0,3.3480315
10740,1354,2.0,1.8185422
43291,1354,4.0,2.368849
41265,1502,4.0,
42343,1765,2.0,2.3825278
3111,1765,3.0,2.2261455
2264,1765,5.0,3.8130379
27955,1765,4.0,
10192,1765,3.0,3.0277534
36552,2229,2.0,
44659,2229,5.0,2.243841
25666,2229,5.0,4.219689
27111,2397,3.0,
11662,2397,4.0,4.6939764
11045,2397,4.0,3.8277416
30558,2397,5.0,3.9441233
32085,2397,4.0,2.593686
2912,2397,3.0,2.1306577
22504,2397,3.0,3.028627
12777,2641,5.0,3.8448248
41495,2641,1.0,
38801,3031,5.0,3.460299
2014,3031,5.0,4.2240276
34413,3031,5.0,3.5337775
37544,3031,5.0,1.8914201
15891,3031,3.0,
5734,3031,5.0,3.4593675
11018,3031,4.0,
27034,3375,3.0,
34534,3375,2.0,
47038,3375,3.0,2.8501906
33476,3592,5.0,
16428,3592,4.0,
36686,3592,3.0,2.2490585
15461,3592,3.0,4.0215716
28466,3592,2.0,3.5946982
11538,3592,3.0,0.61615884
46480,3592,4.0,3.3177106
33901,3592,5.0,
14191,3592,3.0,2.4159229
3226,3850,5.0,1.9217322
11745,3850,3.0,1.9854146
5692,3850,5.0,3.054165
23428,3850,5.0,4.066542
45026,3850,2.0,3.8258579
30962,3850,5.0,
43162,3850,1.0,1.1186025
33172,3850,3.0,
15681,3850,5.0,3.7539504
24503,3850,5.0,4.4631214
10478,3850,3.0,4.002343
6423,3850,5.0,2.7154205
29231,3850,4.0,2.6400352
31824,3860,1.0,4.2161293
17893,3860,5.0,4.563975
26156,4292,5.0,4.2448845
36868,4292,4.0,2.7424111
40332,4673,3.0,
8941,4673,1.0,4.469049
24606,4673,4.0,2.0207956
12698,4673,5.0,4.825117
14871,4932,5.0,0.57718104
36241,4932,3.0,5.0541453
3543,4932,3.0,0.8322095
34890,4932,5.0,3.1245224
41409,4964,3.0,0.73298347
46314,4964,4.0,3.4293036
31006,4964,5.0,1.4829329
39489,4964,5.0,4.6753364
28941,4964,4.0,2.7577984
4017,4964,3.0,3.8013387
43134,4964,2.0,2.9783928
26232,4964,5.0,
6657,4964,3.0,4.2089124
21295,4964,5.0,3.7338567
28663,4964,4.0,3.769796
23828,4964,4.0,3.5929627
31218,4964,5.0,3.7205992
26200,5008,5.0,3.301918
27480,5008,5.0,
19060,5008,4.0,4.612092
6974,5008,5.0,4.1155405
23576,5008,3.0,4.525682
47143,5008,3.0,4.4311943
40461,5008,3.0,3.873901
47305,5008,3.0,4.0912886
170,5008,4.0,
15235,5008,4.0,3.8905938
39232,5008,5.0,4.583105
26114,5008,5.0,4.067885
1640,5008,5.0,4.0701833
30018,5008,5.0,4.4315653
22020,5008,5.0,4.275434
38731,5008,4.0,3.9253173
33343,5113,4.0,4.2212963
1389,5174,5.0,4.3710785
15708,5174,5.0,4.1404386
12927,6730,4.0,2.9462676
31463,6730,5.0,1.1199863
19787,6989,5.0,3.4792118
300,7059,4.0,
5609,7059,4.0,
40609,7059,5.0,4.1066427
36009,7059,4.0,
18040,7059,4.0,3.4804988
33244,7059,5.0,1.4621718
17794,7059,5.0,4.0531583
44805,7059,3.0,4.5846424
25117,7100,5.0,
8216,7100,4.0,4.7832136
33861,7100,4.0,4.054797
4609,7100,4.0,4.775592
22413,7100,5.0,3.5146422
12717,7125,5.0,3.3304224
19949,7125,4.0,4.3493977
5744,7125,3.0,4.525108
16460,7125,5.0,6.352
24906,7125,5.0,4.644207
33464,7125,4.0,3.9826965
34359,7125,1.0,1.0376371
879,7392,5.0,3.485428
40762,7392,5.0,5.1482363
7789,7392,5.0,4.219913
15264,7392,5.0,4.255946
36178,7392,5.0,5.1731205
14395,7392,5.0,4.2849884
2204,7392,4.0,4.8235674
4109,7392,5.0,5.016944
27647,7392,5.0,4.701722
5633,7440,5.0,5.106127
117,7440,3.0,3.2704868
44426,7440,4.0,
2012,7440,5.0,5.406047
3237,7440,5.0,4.4501963
19961,7440,4.0,3.220716
4645,7536,5.0,3.929963
36251,7681,4.0,4.5451045
18162,7681,4.0,4.83083
30930,7755,1.0,1.6146293
44783,7755,2.0,3.6624196
16494,7755,4.0,2.931663
5747,7755,5.0,2.1874275
30273,7755,1.0,3.9346142
40124,8298,5.0,
39765,8298,5.0,5.1532035
19458,8298,4.0,3.6713698
21752,8298,5.0,2.097883
21529,8298,5.0,4.3938775
7675,8298,5.0,4.849288
3385,8298,5.0,3.536497
28133,8298,4.0,4.262072
44192,8298,4.0,3.9887717
11434,8302,5.0,1.8075389
16295,8759,4.0,
37767,8759,5.0,4.621066
1924,8759,2.0,3.553845
37096,8759,4.0,3.7899868
34947,8759,4.0,3.454582
19936,8759,5.0,2.7447164
1588,8759,5.0,3.0603533
14154,8759,5.0,4.0652266
38738,8759,3.0,
3956,8759,5.0,2.822445
8381,8759,5.0,3.1896515
6829,8759,5.0,3.9771466
29526,8759,4.0,3.3635988
3169,8759,5.0,3.2602472
5376,8759,5.0,4.129389
44202,8759,5.0,4.556689
27943,8759,5.0,4.8613086
34662,8759,5.0,
33126,8783,4.0,1.7277029
36154,8783,4.0,
17618,8783,4.0,4.5760684
31486,8783,1.0,
44857,8783,5.0,3.4827695
44380,8783,1.0,3.4939966
19341,8783,5.0,4.2320175
27693,8783,5.0,4.178241
13933,8783,5.0,
24245,8783,5.0,4.7452602
9275,8787,2.0,
10484,8787,1.0,3.6874437
17909,8787,1.0,1.989007
48414,8787,4.0,2.9471574
24294,8860,5.0,3.782929
6981,8860,4.0,3.9996402
866,8860,3.0,3.3643503
26260,50,3.0,
19766,50,5.0,5.1100307
39722,50,5.0,4.404585
1102,50,1.0,
14169,50,3.0,3.2554991
14612,518,4.0,5.3856425
12611,750,3.0,2.584646
29921,750,5.0,2.9749625
19677,750,4.0,4.347246
17342,750,5.0,4.3085628
21908,750,5.0,2.7255094
819,750,4.0,1.1700873
35444,750,2.0,1.2818227
41377,750,3.0,2.7097962
15214,750,5.0,3.759344
38624,750,1.0,4.2518687
24892,750,5.0,3.8459506
11605,750,3.0,3.73145
30198,750,5.0,4.4477506
11351,750,1.0,3.2377338
34911,750,2.0,2.0347157
14632,750,2.0,1.4182842
35731,750,1.0,4.4459047
45481,771,1.0,1.3514442
9674,771,5.0,3.3582447
41353,771,1.0,
10482,771,1.0,1.7823265
31521,771,5.0,3.1957843
28186,771,1.0,2.7959743
14491,771,1.0,1.5220387
37982,771,2.0,3.8784566
33699,771,3.0,0.10314868
45578,771,1.0,2.6685207
30972,951,3.0,2.8830109
28947,951,5.0,
23675,951,4.0,2.9500585
44873,1214,5.0,3.6882691
1534,1214,5.0,
1676,1214,5.0,4.0038223
44379,1414,3.0,3.895895
26597,1414,5.0,
20687,1414,4.0,2.8136058
33485,1414,5.0,2.23657
37269,1660,4.0,3.899125
24376,2395,5.0,3.6058054
26926,2395,2.0,
5876,2395,2.0,2.3079314
2260,2395,2.0,3.2506456
22987,2395,5.0,0.7096269
18783,2395,5.0,2.545064
38370,2395,4.0,3.056932
27715,2431,2.0,3.0881467
1283,2431,1.0,3.1851845
20510,2482,3.0,1.4827291
41439,2482,4.0,
14438,2482,2.0,3.6091905
1086,2482,5.0,
15161,2787,5.0,0.10095813
5367,2787,1.0,0.75233805
41830,2787,1.0,2.68339
759,2787,3.0,2.8293643
5803,2954,3.0,4.1115994
43629,2954,5.0,3.704421
9756,2954,5.0,3.974204
42337,2954,5.0,0.8542903
3559,2954,5.0,3.724732
13139,3061,4.0,3.6197336
38099,3061,4.0,3.6061623
22537,3061,5.0,3.172963
32457,3061,5.0,4.5396695
40726,3061,5.0,
7202,3168,1.0,
1278,3168,3.0,4.5574713
14332,3467,5.0,
43541,3467,5.0,4.237926
18735,3467,5.0,4.593399
15100,3518,5.0,4.570678
46586,3518,5.0,3.267902
20673,3518,4.0,3.9443107
32553,3518,4.0,3.146821
9176,3518,3.0,3.8494399
32493,3518,4.0,4.405426
45480,3518,4.0,3.9368088
23867,3518,4.0,4.9770527
39365,3518,4.0,4.1352444
13614,3518,5.0,4.6094217
45574,3518,5.0,4.907954
32640,3518,5.0,2.6987605
4289,3518,5.0,3.0976298
14570,3644,5.0,4.2405252
14423,3644,5.0,4.379705
11639,3644,5.0,5.1313605
39325,3644,4.0,
23563,3644,5.0,4.6850467
35011,3644,5.0,5.0531006
34274,3644,5.0,5.2777176
11554,3644,5.0,5.160596
37363,3644,5.0,5.056189
29380,3644,2.0,4.9225645
7297,3644,5.0,3.8389432
37308,3998,5.0,3.8966353
9387,3998,5.0,3.9944987
19202,3998,2.0,4.504958
24679,3998,5.0,
12146,3998,1.0,3.4930332
2191,3998,5.0,4.5953655
3702,3998,1.0,4.3470016
